graph_id,node_id,node_label,attr_0
6,34,0,7.0
6,35,0,7.0
6,36,0,15.0
6,37,0,4.0
6,38,0,13.0
6,39,0,4.0
6,40,0,17.0
6,41,0,12.0
6,42,0,15.0
6,43,0,9.0
6,44,0,9.0
6,45,0,19.0
6,46,0,3.0
6,47,0,7.0
6,48,0,3.0
6,49,0,10.0
6,50,0,18.0
6,51,0,3.0
6,52,0,4.0
6,53,0,4.0
6,54,0,12.0
6,55,0,11.0
6,56,0,5.0
6,57,0,7.0
6,58,0,7.0
6,59,0,18.0
6,60,0,3.0
6,61,0,13.0
6,62,0,4.0
6,63,0,18.0
6,64,0,14.0
6,65,0,15.0
6,66,0,9.0
6,67,0,9.0
6,68,0,18.0
6,69,0,3.0
6,70,0,7.0
6,71,0,10.0
6,72,0,18.0
6,73,0,3.0
6,74,0,3.0
6,75,0,3.0
6,76,0,12.0
6,77,0,11.0
6,78,0,3.0
6,79,0,5.0
6,80,0,7.0
6,81,0,7.0
6,82,0,18.0
6,83,0,4.0
6,84,0,13.0
6,85,0,4.0
6,86,0,17.0
6,87,0,12.0
6,88,0,15.0
6,89,0,9.0
6,90,0,9.0
6,91,0,19.0
6,92,0,5.0
6,93,0,6.0
6,94,0,10.0
6,95,0,18.0
6,96,0,3.0
6,97,0,12.0
6,98,0,11.0
6,99,0,3.0
6,100,0,5.0
6,101,0,7.0
6,102,0,7.0
6,103,0,18.0
6,104,0,4.0
6,105,0,13.0
6,106,0,4.0
6,107,0,17.0
6,108,0,12.0
6,109,0,15.0
6,110,0,9.0
6,111,0,9.0
6,112,0,18.0
6,113,0,5.0
6,114,0,6.0
6,115,0,9.0
6,116,0,18.0
6,117,0,3.0
6,118,0,4.0
6,119,0,12.0
6,120,0,11.0
6,121,0,5.0
6,122,0,7.0
6,123,0,7.0
6,124,0,18.0
6,125,0,4.0
6,126,0,13.0
6,127,0,4.0
6,128,0,18.0
6,129,0,11.0
6,130,0,16.0
6,131,0,9.0
6,132,0,9.0
6,133,0,19.0
6,134,0,3.0
6,135,0,7.0
6,136,0,10.0
6,137,0,18.0
6,138,0,3.0
6,139,0,4.0
6,140,0,13.0
6,141,0,11.0
6,142,0,3.0
6,143,0,5.0
6,144,0,7.0
6,145,0,7.0
6,146,0,18.0
6,147,0,4.0
6,148,0,13.0
6,149,0,4.0
6,150,0,17.0
6,151,0,11.0
6,152,0,15.0
6,153,0,9.0
6,154,0,9.0
6,155,0,18.0
6,156,0,3.0
6,157,0,7.0
6,158,0,10.0
6,159,0,20.0
6,160,0,3.0
6,161,0,4.0
6,162,0,13.0
6,163,0,11.0
6,164,0,3.0
6,165,0,5.0
6,166,0,7.0
6,167,0,7.0
6,168,0,18.0
6,169,0,4.0
6,170,0,13.0
6,171,0,4.0
6,172,0,18.0
6,173,0,12.0
6,174,0,16.0
6,175,0,9.0
6,176,0,9.0
6,177,0,19.0
6,178,1,4.0
6,179,1,5.0
6,180,1,5.0
6,181,1,5.0
6,182,1,4.0
6,183,1,6.0
6,184,1,5.0
6,185,1,4.0
6,186,1,3.0
6,187,1,5.0
6,188,1,6.0
6,189,1,8.0
6,190,1,4.0
6,191,1,6.0
6,192,1,6.0
6,193,1,5.0
6,194,1,6.0
6,195,1,5.0
6,196,1,4.0
6,197,1,5.0
6,198,1,5.0
6,199,1,5.0
6,200,1,4.0
6,201,1,6.0
6,202,1,5.0
6,203,1,5.0
6,204,1,3.0
6,205,1,3.0
6,206,1,3.0
6,207,1,5.0
6,208,1,8.0
6,209,1,5.0
6,210,1,4.0
6,211,1,6.0
6,212,1,6.0
6,213,1,5.0
6,214,1,6.0
6,215,1,5.0
6,216,1,4.0
6,217,1,5.0
6,218,1,5.0
6,219,1,5.0
6,220,1,4.0
6,221,1,6.0
6,222,1,5.0
6,223,1,5.0
6,224,1,4.0
6,225,1,4.0
6,226,1,3.0
6,227,1,5.0
6,228,1,6.0
6,229,1,8.0
6,230,1,4.0
6,231,1,6.0
6,232,1,6.0
6,233,1,5.0
6,234,1,6.0
6,235,1,5.0
6,236,1,4.0
6,237,1,5.0
6,238,1,5.0
6,239,1,5.0
6,240,1,4.0
6,241,1,6.0
6,242,1,5.0
6,243,1,5.0
6,244,1,3.0
6,245,1,3.0
6,246,1,3.0
6,247,1,5.0
6,248,1,6.0
6,249,1,8.0
6,250,1,4.0
6,251,1,6.0
6,252,1,6.0
6,253,1,5.0
6,254,1,6.0
6,255,1,5.0
6,256,1,4.0
6,257,1,5.0
6,258,1,5.0
6,259,1,5.0
6,260,1,4.0
6,261,1,6.0
6,262,1,5.0
6,263,1,5.0
6,264,1,3.0
6,265,1,3.0
6,266,1,3.0
6,267,1,5.0
6,268,1,6.0
6,269,1,8.0
6,270,1,4.0
6,271,1,6.0
6,272,1,6.0
6,273,1,5.0
6,274,1,6.0
6,275,1,5.0
6,276,1,4.0
6,277,1,5.0
6,278,1,5.0
6,279,1,5.0
6,280,1,4.0
6,281,1,6.0
6,282,1,5.0
6,283,1,5.0
6,284,1,3.0
6,285,1,3.0
6,286,1,3.0
6,287,1,5.0
6,288,1,8.0
6,289,1,5.0
6,290,1,4.0
6,291,1,6.0
6,292,1,6.0
6,293,1,5.0
6,294,1,6.0
6,295,1,5.0
6,296,1,4.0
6,297,1,5.0
6,298,1,5.0
6,299,1,5.0
6,300,1,4.0
6,301,1,6.0
6,302,1,5.0
6,303,1,5.0
6,304,1,4.0
6,305,1,4.0
6,306,1,3.0
6,307,1,6.0
6,308,1,6.0
6,309,1,8.0
6,310,1,4.0
6,311,1,6.0
6,312,1,6.0
6,313,1,5.0
6,314,1,6.0
6,315,1,5.0
6,316,1,4.0
6,317,1,5.0
6,318,1,5.0
6,319,1,5.0
6,320,1,4.0
6,321,1,6.0
6,322,1,5.0
6,323,1,5.0
6,324,1,3.0
6,325,1,3.0
6,326,1,3.0
6,327,1,5.0
6,328,1,8.0
6,329,1,5.0
6,330,1,4.0
6,331,1,6.0
6,332,1,6.0
6,333,1,5.0
6,334,1,6.0
6,335,1,5.0
7,0,0,3.0
7,1,0,11.0
7,2,0,8.0
7,3,0,15.0
7,4,0,18.0
7,5,0,3.0
7,6,0,3.0
7,7,0,19.0
7,8,0,13.0
7,9,0,3.0
7,10,0,13.0
7,11,0,9.0
7,12,0,5.0
7,13,0,9.0
7,14,0,6.0
7,15,0,7.0
7,16,0,10.0
7,17,0,13.0
7,18,0,14.0
7,19,0,3.0
7,20,0,11.0
7,21,0,8.0
7,22,0,15.0
7,23,0,18.0
7,24,0,3.0
7,25,0,3.0
7,26,0,19.0
7,27,0,13.0
7,28,0,3.0
7,29,0,12.0
7,30,0,9.0
7,31,0,5.0
7,32,0,9.0
7,33,0,6.0
7,34,0,7.0
7,35,0,10.0
7,36,0,14.0
7,37,0,14.0
7,38,0,3.0
7,39,0,11.0
7,40,0,8.0
7,41,0,15.0
7,42,0,18.0
7,43,0,3.0
7,44,0,3.0
7,45,0,19.0
7,46,0,13.0
7,47,0,3.0
7,48,0,13.0
7,49,0,9.0
7,50,0,5.0
7,51,0,9.0
7,52,0,6.0
7,53,0,7.0
7,54,0,10.0
7,55,0,13.0
7,56,0,14.0
7,57,0,3.0
7,58,0,11.0
7,59,0,8.0
7,60,0,15.0
7,61,0,17.0
7,62,0,4.0
7,63,0,3.0
7,64,0,19.0
7,65,0,13.0
7,66,0,3.0
7,67,0,13.0
7,68,0,9.0
7,69,0,5.0
7,70,0,9.0
7,71,0,6.0
7,72,0,7.0
7,73,0,10.0
7,74,0,13.0
7,75,0,14.0
7,76,1,3.0
7,77,1,8.0
7,78,1,9.0
7,79,1,7.0
7,80,1,4.0
7,81,1,4.0
7,82,1,4.0
7,83,1,3.0
7,84,1,3.0
7,85,1,8.0
7,86,1,9.0
7,87,1,7.0
7,88,1,4.0
7,89,1,4.0
7,90,1,4.0
7,91,1,4.0
7,92,1,3.0
7,93,1,8.0
7,94,1,9.0
7,95,1,7.0
7,96,1,4.0
7,97,1,4.0
7,98,1,4.0
7,99,1,4.0
7,100,1,3.0
7,101,1,8.0
7,102,1,9.0
7,103,1,7.0
7,104,1,4.0
7,105,1,4.0
7,106,1,4.0
7,107,1,4.0
8,0,0,8.0
8,1,0,20.0
8,2,0,17.0
8,3,0,12.0
8,4,0,24.0
8,5,0,3.0
8,6,0,14.0
8,7,0,12.0
8,8,0,9.0
8,9,0,14.0
8,10,0,10.0
8,11,0,4.0
8,12,0,17.0
8,13,0,17.0
8,14,0,3.0
8,15,0,4.0
8,16,0,9.0
8,17,0,10.0
8,18,0,3.0
8,19,0,5.0
8,20,0,8.0
8,21,0,20.0
8,22,0,17.0
8,23,0,12.0
8,24,0,24.0
8,25,0,3.0
8,26,0,14.0
8,27,0,13.0
8,28,0,9.0
8,29,0,14.0
8,30,0,10.0
8,31,0,4.0
8,32,0,16.0
8,33,0,17.0
8,34,0,3.0
8,35,0,4.0
8,36,0,9.0
8,37,0,10.0
8,38,0,3.0
8,39,0,5.0
8,40,0,4.0
8,41,0,3.0
8,42,0,20.0
8,43,0,17.0
8,44,0,12.0
8,45,0,24.0
8,46,0,3.0
8,47,0,14.0
8,48,0,13.0
8,49,0,9.0
8,50,0,14.0
8,51,0,10.0
8,52,0,4.0
8,53,0,16.0
8,54,0,17.0
8,55,0,3.0
8,56,0,4.0
8,57,0,9.0
8,58,0,10.0
8,59,0,3.0
8,60,0,5.0
8,61,0,8.0
8,62,0,20.0
8,63,0,17.0
8,64,0,12.0
8,65,0,24.0
8,66,0,3.0
8,67,0,14.0
8,68,0,13.0
8,69,0,9.0
8,70,0,14.0
8,71,0,12.0
8,72,0,4.0
8,73,0,17.0
8,74,0,17.0
8,75,0,3.0
8,76,0,4.0
8,77,0,9.0
8,78,0,10.0
8,79,0,3.0
8,80,0,5.0
8,81,1,3.0
8,82,1,3.0
8,83,1,3.0
8,84,1,8.0
8,85,1,8.0
8,86,1,5.0
8,87,1,5.0
8,88,1,5.0
8,89,1,5.0
8,90,1,3.0
8,91,1,4.0
8,92,1,5.0
8,93,1,5.0
8,94,1,7.0
8,95,1,7.0
8,96,1,4.0
8,97,1,4.0
8,98,1,4.0
8,99,1,5.0
8,100,1,3.0
8,101,1,3.0
8,102,1,3.0
8,103,1,8.0
8,104,1,8.0
8,105,1,5.0
8,106,1,5.0
8,107,1,5.0
8,108,1,5.0
8,109,1,3.0
8,110,1,4.0
8,111,1,5.0
8,112,1,7.0
8,113,1,7.0
8,114,1,4.0
8,115,1,4.0
8,116,1,4.0
8,117,1,5.0
8,118,1,3.0
8,119,1,3.0
8,120,1,3.0
8,121,1,8.0
8,122,1,8.0
8,123,1,5.0
8,124,1,5.0
8,125,1,5.0
8,126,1,5.0
8,127,1,3.0
8,128,1,4.0
8,129,1,5.0
8,130,1,7.0
8,131,1,7.0
8,132,1,4.0
8,133,1,4.0
8,134,1,4.0
8,135,1,5.0
8,136,1,3.0
8,137,1,3.0
8,138,1,3.0
8,139,1,8.0
8,140,1,8.0
8,141,1,5.0
8,142,1,5.0
8,143,1,5.0
8,144,1,5.0
8,145,1,3.0
8,146,1,4.0
8,147,1,4.0
8,148,1,5.0
8,149,1,7.0
8,150,1,4.0
8,151,1,4.0
8,152,1,4.0
8,153,1,5.0
9,0,0,3.0
9,1,0,7.0
9,2,0,10.0
9,3,0,13.0
9,4,0,9.0
9,5,0,14.0
9,6,0,26.0
9,7,0,10.0
9,8,0,14.0
9,9,0,12.0
9,10,0,13.0
9,11,0,13.0
9,12,0,17.0
9,13,0,14.0
9,14,0,18.0
9,15,0,11.0
9,16,0,26.0
9,17,1,4.0
9,18,1,4.0
10,0,0,3.0
10,1,0,15.0
10,2,0,4.0
10,3,0,10.0
10,4,0,20.0
10,5,0,16.0
10,6,1,6.0
10,7,1,7.0
10,8,1,8.0
10,9,1,3.0
10,10,1,3.0
11,0,0,13.0
11,1,0,17.0
11,2,0,4.0
11,3,0,22.0
11,4,0,12.0
11,5,0,15.0
11,6,0,3.0
11,7,0,3.0
11,8,0,5.0
11,9,0,23.0
11,10,0,15.0
11,11,0,22.0
11,12,1,3.0
11,13,1,4.0
11,14,1,4.0
11,15,1,5.0
11,16,1,5.0
11,17,1,4.0
11,18,1,9.0
11,19,1,9.0
12,0,0,10.0
12,1,0,3.0
12,2,0,14.0
12,3,0,5.0
12,4,0,13.0
12,5,0,9.0
12,6,0,10.0
12,7,0,6.0
12,8,0,14.0
12,9,0,10.0
12,10,0,3.0
12,11,0,15.0
12,12,0,5.0
12,13,0,14.0
12,14,0,9.0
12,15,0,11.0
12,16,0,22.0
12,17,0,11.0
12,18,0,3.0
12,19,0,15.0
12,20,0,5.0
12,21,0,14.0
12,22,0,9.0
12,23,0,11.0
12,24,0,22.0
12,25,1,4.0
12,26,1,10.0
12,27,1,11.0
12,28,1,9.0
12,29,1,8.0
12,30,1,3.0
12,31,1,6.0
12,32,1,6.0
12,33,1,4.0
12,34,1,4.0
12,35,1,10.0
12,36,1,11.0
12,37,1,9.0
12,38,1,7.0
12,39,1,3.0
12,40,1,6.0
12,41,1,6.0
12,42,1,4.0
12,43,1,4.0
12,44,1,10.0
12,45,1,11.0
12,46,1,9.0
12,47,1,7.0
12,48,1,3.0
12,49,1,6.0
12,50,1,6.0
12,51,1,4.0
13,0,0,3.0
13,1,0,3.0
13,2,0,11.0
13,3,0,16.0
13,4,0,4.0
13,5,0,14.0
13,6,0,11.0
13,7,0,5.0
13,8,0,8.0
13,9,0,11.0
13,10,0,9.0
13,11,0,8.0
13,12,0,9.0
13,13,0,8.0
13,14,0,17.0
13,15,1,3.0
13,16,1,5.0
13,17,1,6.0
13,18,1,3.0
13,19,1,4.0
13,20,1,4.0
14,0,0,13.0
14,1,0,15.0
14,2,0,14.0
14,3,0,13.0
14,4,0,12.0
14,5,0,4.0
14,6,0,13.0
14,7,0,12.0
14,8,0,6.0
14,9,0,3.0
14,10,0,7.0
14,11,0,4.0
14,12,0,12.0
14,13,0,13.0
14,14,0,15.0
14,15,0,14.0
14,16,0,13.0
14,17,0,12.0
14,18,0,4.0
14,19,0,13.0
14,20,0,10.0
14,21,0,6.0
14,22,0,3.0
14,23,0,7.0
14,24,0,4.0
14,25,0,12.0
14,26,1,5.0
14,27,1,5.0
14,28,1,5.0
14,29,1,6.0
14,30,1,7.0
14,31,1,7.0
14,32,1,5.0
14,33,1,7.0
14,34,1,6.0
14,35,1,5.0
14,36,1,5.0
14,37,1,5.0
14,38,1,6.0
14,39,1,7.0
14,40,1,7.0
14,41,1,5.0
14,42,1,7.0
14,43,1,6.0
15,0,0,14.0
15,1,0,8.0
15,2,0,4.0
15,3,0,8.0
15,4,0,13.0
15,5,0,8.0
15,6,0,14.0
15,7,0,11.0
15,8,0,3.0
15,9,0,3.0
15,10,1,5.0
15,11,1,7.0
15,12,1,7.0
15,13,1,7.0
15,14,1,5.0
15,15,1,4.0
15,16,1,3.0
15,17,1,3.0
15,18,1,4.0
15,19,1,4.0
16,0,0,7.0
16,1,0,3.0
16,2,0,7.0
16,3,0,11.0
16,4,0,3.0
16,5,0,3.0
16,6,0,6.0
16,7,1,4.0
16,8,1,4.0
16,9,1,4.0
16,10,1,4.0
16,11,1,4.0
16,12,1,5.0
16,13,1,7.0
16,14,1,5.0
16,15,1,9.0
16,16,1,7.0
16,17,1,6.0
16,18,1,7.0
16,19,1,3.0
16,20,1,3.0
16,21,1,4.0
16,22,1,7.0
16,23,1,7.0
16,24,1,7.0
16,25,1,6.0
16,26,1,4.0
16,27,1,6.0
16,28,1,6.0
16,29,1,8.0
16,30,1,5.0
16,31,1,5.0
16,32,1,10.0
16,33,1,7.0
16,34,1,5.0
16,35,1,5.0
16,36,1,4.0
16,37,1,4.0
16,38,1,4.0
16,39,1,4.0
17,0,0,6.0
17,1,0,3.0
17,2,0,10.0
17,3,0,6.0
17,4,0,3.0
17,5,0,5.0
17,6,0,4.0
17,7,0,7.0
17,8,0,6.0
17,9,0,6.0
17,10,0,14.0
17,11,1,5.0
17,12,1,5.0
17,13,1,7.0
17,14,1,7.0
17,15,1,6.0
17,16,1,8.0
17,17,1,8.0
17,18,1,5.0
17,19,1,7.0
17,20,1,7.0
17,21,1,8.0
17,22,1,7.0
18,0,0,12.0
18,1,0,18.0
18,2,0,4.0
18,3,0,11.0
18,4,0,3.0
18,5,0,3.0
18,6,0,12.0
18,7,0,16.0
18,8,0,4.0
18,9,0,5.0
18,10,0,10.0
18,11,0,12.0
18,12,0,18.0
18,13,0,4.0
18,14,0,11.0
18,15,0,3.0
18,16,0,3.0
18,17,0,12.0
18,18,0,16.0
18,19,0,4.0
18,20,0,5.0
18,21,0,10.0
18,22,0,12.0
18,23,0,18.0
18,24,0,4.0
18,25,0,11.0
18,26,0,3.0
18,27,0,3.0
18,28,0,12.0
18,29,0,16.0
18,30,0,4.0
18,31,0,5.0
18,32,0,10.0
18,33,0,13.0
18,34,0,18.0
18,35,0,4.0
18,36,0,11.0
18,37,0,3.0
18,38,0,3.0
18,39,0,12.0
18,40,0,16.0
18,41,0,4.0
18,42,0,5.0
18,43,0,10.0
18,44,0,12.0
18,45,0,18.0
18,46,0,4.0
18,47,0,11.0
18,48,0,3.0
18,49,0,3.0
18,50,0,12.0
18,51,0,16.0
18,52,0,4.0
18,53,0,5.0
18,54,0,10.0
18,55,0,13.0
18,56,0,18.0
18,57,0,4.0
18,58,0,11.0
18,59,0,3.0
18,60,0,3.0
18,61,0,12.0
18,62,0,16.0
18,63,0,4.0
18,64,0,5.0
18,65,0,10.0
18,66,0,13.0
18,67,0,18.0
18,68,0,4.0
18,69,0,11.0
18,70,0,3.0
18,71,0,3.0
18,72,0,12.0
18,73,0,16.0
18,74,0,4.0
18,75,0,5.0
18,76,0,10.0
18,77,0,12.0
18,78,0,18.0
18,79,0,4.0
18,80,0,11.0
18,81,0,3.0
18,82,0,3.0
18,83,0,12.0
18,84,0,16.0
18,85,0,4.0
18,86,0,5.0
18,87,0,10.0
18,88,0,13.0
18,89,0,18.0
18,90,0,4.0
18,91,0,11.0
18,92,0,3.0
18,93,0,3.0
18,94,0,12.0
18,95,0,16.0
18,96,0,4.0
18,97,0,5.0
18,98,0,10.0
18,99,0,13.0
18,100,0,18.0
18,101,0,4.0
18,102,0,11.0
18,103,0,3.0
18,104,0,3.0
18,105,0,12.0
18,106,0,16.0
18,107,0,4.0
18,108,0,5.0
18,109,0,10.0
18,110,0,13.0
18,111,0,18.0
18,112,0,4.0
18,113,0,11.0
18,114,0,3.0
18,115,0,3.0
18,116,0,12.0
18,117,0,16.0
18,118,0,4.0
18,119,0,5.0
18,120,0,10.0
18,121,0,12.0
18,122,0,18.0
18,123,0,4.0
18,124,0,11.0
18,125,0,3.0
18,126,0,3.0
18,127,0,12.0
18,128,0,16.0
18,129,0,4.0
18,130,0,5.0
18,131,0,10.0
18,132,0,12.0
18,133,0,18.0
18,134,0,4.0
18,135,0,11.0
18,136,0,3.0
18,137,0,3.0
18,138,0,12.0
18,139,0,16.0
18,140,0,4.0
18,141,0,5.0
18,142,0,10.0
18,143,0,13.0
18,144,0,18.0
18,145,0,4.0
18,146,0,11.0
18,147,0,3.0
18,148,0,3.0
18,149,0,12.0
18,150,0,16.0
18,151,0,4.0
18,152,0,5.0
18,153,0,10.0
18,154,0,12.0
18,155,0,18.0
18,156,0,4.0
18,157,0,11.0
18,158,0,3.0
18,159,0,3.0
18,160,0,12.0
18,161,0,16.0
18,162,0,4.0
18,163,0,5.0
18,164,0,10.0
18,165,1,3.0
18,166,1,3.0
18,167,1,4.0
18,168,1,10.0
18,169,1,9.0
18,170,1,6.0
18,171,1,7.0
18,172,1,7.0
18,173,1,3.0
18,174,1,3.0
18,175,1,4.0
18,176,1,10.0
18,177,1,9.0
18,178,1,6.0
18,179,1,7.0
18,180,1,7.0
18,181,1,3.0
18,182,1,3.0
18,183,1,4.0
18,184,1,10.0
18,185,1,9.0
18,186,1,6.0
18,187,1,7.0
18,188,1,7.0
18,189,1,3.0
18,190,1,3.0
18,191,1,4.0
18,192,1,10.0
18,193,1,9.0
18,194,1,6.0
18,195,1,7.0
18,196,1,7.0
18,197,1,3.0
18,198,1,3.0
18,199,1,4.0
18,200,1,10.0
18,201,1,9.0
18,202,1,6.0
18,203,1,7.0
18,204,1,7.0
18,205,1,3.0
18,206,1,3.0
18,207,1,4.0
18,208,1,10.0
18,209,1,9.0
18,210,1,6.0
18,211,1,7.0
18,212,1,7.0
18,213,1,3.0
18,214,1,3.0
18,215,1,4.0
18,216,1,10.0
18,217,1,9.0
18,218,1,6.0
18,219,1,7.0
18,220,1,7.0
18,221,1,3.0
18,222,1,3.0
18,223,1,4.0
18,224,1,10.0
18,225,1,9.0
18,226,1,6.0
18,227,1,7.0
18,228,1,7.0
18,229,1,3.0
18,230,1,3.0
18,231,1,4.0
18,232,1,10.0
18,233,1,9.0
18,234,1,6.0
18,235,1,7.0
18,236,1,7.0
18,237,1,3.0
18,238,1,3.0
18,239,1,4.0
18,240,1,10.0
18,241,1,9.0
18,242,1,6.0
18,243,1,7.0
18,244,1,7.0
18,245,1,3.0
18,246,1,3.0
18,247,1,4.0
18,248,1,10.0
18,249,1,9.0
18,250,1,6.0
18,251,1,7.0
18,252,1,7.0
18,253,1,3.0
18,254,1,3.0
18,255,1,4.0
18,256,1,10.0
18,257,1,9.0
18,258,1,6.0
18,259,1,7.0
18,260,1,7.0
18,261,1,3.0
18,262,1,3.0
18,263,1,4.0
18,264,1,10.0
18,265,1,9.0
18,266,1,6.0
18,267,1,7.0
18,268,1,7.0
18,269,1,3.0
18,270,1,3.0
18,271,1,4.0
18,272,1,10.0
18,273,1,9.0
18,274,1,6.0
18,275,1,7.0
18,276,1,7.0
18,277,1,3.0
18,278,1,3.0
18,279,1,4.0
18,280,1,10.0
18,281,1,9.0
18,282,1,6.0
18,283,1,7.0
18,284,1,7.0
19,0,0,15.0
19,1,0,3.0
19,2,0,13.0
19,3,0,9.0
19,4,0,3.0
19,5,0,3.0
19,6,0,14.0
19,7,0,13.0
19,8,0,9.0
19,9,0,6.0
19,10,0,3.0
19,11,0,12.0
19,12,0,13.0
19,13,0,9.0
19,14,0,3.0
19,15,0,3.0
19,16,0,14.0
19,17,0,13.0
19,18,0,9.0
19,19,0,3.0
19,20,1,3.0
19,21,1,3.0
19,22,1,5.0
19,23,1,8.0
19,24,1,6.0
19,25,1,5.0
19,26,1,4.0
19,27,1,3.0
19,28,1,3.0
19,29,1,3.0
19,30,1,3.0
19,31,1,4.0
19,32,1,7.0
19,33,1,6.0
19,34,1,5.0
19,35,1,4.0
19,36,1,3.0
19,37,1,3.0
19,38,1,3.0
19,39,1,3.0
19,40,1,8.0
19,41,1,11.0
19,42,1,6.0
19,43,1,5.0
19,44,1,4.0
19,45,1,3.0
19,46,1,3.0
19,47,1,3.0
19,48,1,3.0
19,49,1,6.0
19,50,1,9.0
19,51,1,6.0
19,52,1,5.0
19,53,1,4.0
19,54,1,3.0
19,55,1,3.0
20,0,0,16.0
20,1,0,7.0
20,2,0,21.0
20,3,0,3.0
20,4,0,5.0
20,5,0,4.0
20,6,0,17.0
20,7,0,12.0
20,8,0,6.0
20,9,0,9.0
20,10,0,3.0
20,11,0,10.0
20,12,0,3.0
20,13,0,5.0
20,14,0,3.0
20,15,0,3.0
20,16,0,4.0
20,17,0,13.0
20,18,1,6.0
20,19,1,6.0
20,20,1,3.0
20,21,1,5.0
20,22,1,7.0
20,23,1,7.0
20,24,1,4.0
20,25,1,3.0
20,26,1,3.0
21,0,0,17.0
21,1,0,3.0
21,2,0,3.0
21,3,0,11.0
21,4,0,13.0
21,5,0,5.0
21,6,0,8.0
21,7,0,10.0
21,8,0,11.0
21,9,0,14.0
21,10,0,3.0
21,11,0,18.0
21,12,0,10.0
21,13,0,9.0
21,14,0,3.0
21,15,0,3.0
21,16,0,11.0
21,17,0,10.0
21,18,0,10.0
21,19,0,8.0
21,20,0,20.0
21,21,0,3.0
21,22,0,10.0
21,23,0,7.0
21,24,0,10.0
21,25,0,16.0
21,26,0,11.0
21,27,0,12.0
21,28,0,8.0
21,29,0,11.0
21,30,0,11.0
21,31,0,10.0
21,32,0,3.0
21,33,0,17.0
21,34,0,8.0
21,35,0,9.0
21,36,0,4.0
21,37,0,4.0
21,38,0,11.0
21,39,0,4.0
21,40,0,10.0
21,41,0,10.0
21,42,0,7.0
21,43,0,16.0
21,44,0,12.0
21,45,0,7.0
21,46,0,5.0
21,47,0,3.0
21,48,0,3.0
21,49,0,7.0
21,50,0,11.0
21,51,0,10.0
21,52,0,4.0
21,53,0,3.0
21,54,0,10.0
21,55,0,7.0
21,56,0,12.0
21,57,0,9.0
21,58,0,15.0
21,59,0,16.0
21,60,0,3.0
21,61,0,3.0
21,62,0,11.0
21,63,0,13.0
21,64,0,4.0
21,65,0,8.0
