graph_id,node_id,node_label
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,16,1
15,17,2
15,18,2
16,0,0
16,1,0
16,2,0
16,3,0
16,4,0
16,5,0
16,6,0
16,7,0
16,8,0
16,9,0
16,10,0
16,11,0
16,12,0
16,13,0
16,14,0
16,15,0
16,16,1
16,17,2
16,18,2
16,19,1
16,20,2
16,21,2
17,0,0
17,1,0
17,2,0
17,3,0
17,4,0
17,5,0
17,6,1
17,7,1
17,8,2
17,9,2
17,10,1
18,0,0
18,1,0
18,2,0
18,3,0
18,4,0
18,5,0
18,6,0
18,7,0
18,8,0
18,9,0
18,10,0
18,11,0
18,12,0
18,13,2
18,14,1
18,15,2
18,16,2
19,0,0
19,1,0
19,2,0
19,3,0
19,4,0
19,5,0
19,6,0
19,7,0
19,8,1
19,9,0
19,10,1
19,11,2
19,12,2
20,0,0
20,1,0
20,2,0
20,3,0
20,4,0
20,5,0
20,6,0
20,7,1
20,8,0
20,9,0
20,10,0
20,11,0
20,12,0
20,13,0
20,14,0
20,15,1
20,16,2
20,17,2
21,0,0
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,1
21,7,2
21,8,2
21,9,0
21,10,0
21,11,0
21,12,0
21,13,0
21,14,0
21,15,1
21,16,2
21,17,2
22,0,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,1
22,7,2
22,8,2
22,9,0
22,10,0
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,4
23,0,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,1
23,21,2
23,22,2
24,0,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,1
24,25,2
24,26,2
25,0,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,1
25,7,2
25,8,2
25,9,0
25,10,0
25,11,0
25,12,0
25,13,0
25,14,0
25,15,0
25,16,2
26,0,0
26,1,0
26,2,0
26,3,0
26,4,0
26,5,0
26,6,1
26,7,2
26,8,2
26,9,1
26,10,2
26,11,2
26,12,5
27,0,0
27,1,0
27,2,0
27,3,0
27,4,0
27,5,0
27,6,0
27,7,0
27,8,0
27,9,0
27,10,0
27,11,0
27,12,0
27,13,0
27,14,0
27,15,0
27,16,0
27,17,0
27,18,0
27,19,0
27,20,1
27,21,2
27,22,2
28,0,0
28,1,0
28,2,0
28,3,0
28,4,0
28,5,0
28,6,1
28,7,2
28,8,2
28,9,0
28,10,0
28,11,0
28,12,0
28,13,0
28,14,0
28,15,0
28,16,3
29,0,0
29,1,0
29,2,0
29,3,0
29,4,0
29,5,0
29,6,1
29,7,2
29,8,2
29,9,0
29,10,2
29,11,0
29,12,0
29,13,0
29,14,0
29,15,0
29,16,0
29,17,1
29,18,2
29,19,2
29,20,1
29,21,2
29,22,2
30,0,0
30,1,0
30,2,0
30,3,0
30,4,0
30,5,0
30,6,0
30,7,0
30,8,0
30,9,0
30,10,0
30,11,0
30,12,0
30,13,0
30,14,0
30,15,0
30,16,0
30,17,0
30,18,0
30,19,0
30,20,1
30,21,2
30,22,2
31,0,0
31,1,0
31,2,0
31,3,0
31,4,0
31,5,0
31,6,0
31,7,0
31,8,0
31,9,0
31,10,0
31,11,0
31,12,0
31,13,0
31,14,0
31,15,0
31,16,1
31,17,2
31,18,2
31,19,1
31,20,2
31,21,2
32,0,0
32,1,0
32,2,0
32,3,0
32,4,0
32,5,0
32,6,0
32,7,0
32,8,0
32,9,0
32,10,0
32,11,0
32,12,1
32,13,2
32,14,2
32,15,1
32,16,2
32,17,2
32,18,1
32,19,2
32,20,2
32,21,1
32,22,2
32,23,2
33,0,0
33,1,0
33,2,0
33,3,0
33,4,0
33,5,0
33,6,1
33,7,0
33,8,2
33,9,0
33,10,3
33,11,3
33,12,3
33,13,0
33,14,0
33,15,0
33,16,0
33,17,0
33,18,0
33,19,0
33,20,1
33,21,2
33,22,2
34,0,0
34,1,0
34,2,0
34,3,0
34,4,0
34,5,0
34,6,0
34,7,0
34,8,0
34,9,0
34,10,1
34,11,2
34,12,2
35,0,0
35,1,0
35,2,0
35,3,0
35,4,0
35,5,0
35,6,1
35,7,0
35,8,0
35,9,0
35,10,0
35,11,0
35,12,0
35,13,0
35,14,1
35,15,2
35,16,2
36,0,0
36,1,0
36,2,0
36,3,0
36,4,0
36,5,0
36,6,0
36,7,0
36,8,0
36,9,0
36,10,0
36,11,1
36,12,2
36,13,2
37,0,0
37,1,0
37,2,0
37,3,0
37,4,0
37,5,0
37,6,0
37,7,0
37,8,0
37,9,0
37,10,0
37,11,0
37,12,0
37,13,0
37,14,1
37,15,2
37,16,2
38,0,0
38,1,0
38,2,0
38,3,0
38,4,0
38,5,0
38,6,0
38,7,0
38,8,0
38,9,0
38,10,0
38,11,0
38,12,1
38,13,2
38,14,2
39,0,0
39,1,2
39,2,0
39,3,0
39,4,0
39,5,0
39,6,0
39,7,0
39,8,1
39,9,0
39,10,0
39,11,0
39,12,1
39,13,2
39,14,2
40,0,0
40,1,0
40,2,0
40,3,0
40,4,0
40,5,0
40,6,0
40,7,0
40,8,0
40,9,0
40,10,1
40,11,2
40,12,2
41,0,0
41,1,0
41,2,0
41,3,0
41,4,0
41,5,0
41,6,1
41,7,2
41,8,2
41,9,0
41,10,0
41,11,0
41,12,0
41,13,0
41,14,0
41,15,0
41,16,6
42,0,0
42,1,1
42,2,0
42,3,0
42,4,0
42,5,0
42,6,0
42,7,0
42,8,0
42,9,1
42,10,1
42,11,2
42,12,2
43,0,0
43,1,0
43,2,0
43,3,0
43,4,0
43,5,0
43,6,0
43,7,0
43,8,0
43,9,0
43,10,0
43,11,0
43,12,0
43,13,0
43,14,0
43,15,0
43,16,1
43,17,2
43,18,2
44,0,0
44,1,0
44,2,0
44,3,0
44,4,0
44,5,0
44,6,0
44,7,0
44,8,0
44,9,0
44,10,0
44,11,0
44,12,0
44,13,0
44,14,1
44,15,2
44,16,2
45,0,0
45,1,0
45,2,0
45,3,0
45,4,0
45,5,0
45,6,1
45,7,2
45,8,2
45,9,1
45,10,2
45,11,2
46,0,0
46,1,0
46,2,0
46,3,0
46,4,0
46,5,0
46,6,0
46,7,0
46,8,0
46,9,0
46,10,0
46,11,0
46,12,0
46,13,0
46,14,0
46,15,0
46,16,1
46,17,2
46,18,2
46,19,0
46,20,0
46,21,0
46,22,0
47,0,0
47,1,0
47,2,0
47,3,0
47,4,0
47,5,0
47,6,0
47,7,0
47,8,0
47,9,0
47,10,0
47,11,0
47,12,0
47,13,0
47,14,1
47,15,2
47,16,2
47,17,0
47,18,0
47,19,1
47,20,2
47,21,2
48,0,0
48,1,0
48,2,0
48,3,0
48,4,0
48,5,0
48,6,0
48,7,0
48,8,0
48,9,0
48,10,0
48,11,0
48,12,0
48,13,0
48,14,1
48,15,2
48,16,2
49,0,0
49,1,0
49,2,0
49,3,0
49,4,0
49,5,0
49,6,1
49,7,2
49,8,2
49,9,1
49,10,0
49,11,0
49,12,0
49,13,0
49,14,0
49,15,0
49,16,1
49,17,1
49,18,2
49,19,2
50,0,0
50,1,0
50,2,0
50,3,0
50,4,0
50,5,0
50,6,0
50,7,0
50,8,1
50,9,2
50,10,2
50,11,0
50,12,0
50,13,1
50,14,2
50,15,2
51,0,0
51,1,0
51,2,0
51,3,0
51,4,0
51,5,0
51,6,0
51,7,0
51,8,0
51,9,0
51,10,0
51,11,0
51,12,0
51,13,0
51,14,0
51,15,0
51,16,0
51,17,0
51,18,0
51,19,0
51,20,1
51,21,2
51,22,2
51,23,1
51,24,2
51,25,2
52,0,0
52,1,0
52,2,0
52,3,0
52,4,0
52,5,0
52,6,0
52,7,0
52,8,0
52,9,0
52,10,0
52,11,0
52,12,0
52,13,0
52,14,0
52,15,0
52,16,0
52,17,0
52,18,0
52,19,0
52,20,1
52,21,2
52,22,2
52,23,1
52,24,2
52,25,2
53,0,0
53,1,0
53,2,0
53,3,0
53,4,0
53,5,0
53,6,1
53,7,2
53,8,2
53,9,0
53,10,0
53,11,0
53,12,0
53,13,0
53,14,0
53,15,0
53,16,1
53,17,2
53,18,2
54,0,0
54,1,0
54,2,0
54,3,0
54,4,0
54,5,0
54,6,1
54,7,2
54,8,2
54,9,2
54,10,0
54,11,0
54,12,0
54,13,0
54,14,0
54,15,0
54,16,2
54,17,5
54,18,5
55,0,0
55,1,0
55,2,0
55,3,0
55,4,0
55,5,0
55,6,0
55,7,0
55,8,0
55,9,0
55,10,0
55,11,1
55,12,2
55,13,2
56,0,0
56,1,0
56,2,0
56,3,0
56,4,0
56,5,0
56,6,1
56,7,0
56,8,0
56,9,0
56,10,0
56,11,0
56,12,0
56,13,1
56,14,1
56,15,2
56,16,2
57,0,0
57,1,0
57,2,0
57,3,0
57,4,0
57,5,0
57,6,0
57,7,0
57,8,0
57,9,0
57,10,0
57,11,0
57,12,1
57,13,2
57,14,2
57,15,1
57,16,2
57,17,2
57,18,1
57,19,2
57,20,2
58,0,0
58,1,0
58,2,0
58,3,0
58,4,0
58,5,0
58,6,0
58,7,0
58,8,0
58,9,0
58,10,0
58,11,0
58,12,0
58,13,1
58,14,2
58,15,2
58,16,0
58,17,0
58,18,0
58,19,0
58,20,0
58,21,0
58,22,0
58,23,2
58,24,2
59,0,0
59,1,0
59,2,0
59,3,0
59,4,0
59,5,0
59,6,0
59,7,0
59,8,0
59,9,0
59,10,0
59,11,0
59,12,0
59,13,0
59,14,0
59,15,0
59,16,0
59,17,0
59,18,0
59,19,0
59,20,1
59,21,2
59,22,2
60,0,0
60,1,0
60,2,0
60,3,0
60,4,0
60,5,0
60,6,0
60,7,0
60,8,0
60,9,0
60,10,1
60,11,2
60,12,2
60,13,1
60,14,2
60,15,2
60,16,1
60,17,2
60,18,2
61,0,0
61,1,0
61,2,0
61,3,0
61,4,0
61,5,0
61,6,1
61,7,2
61,8,2
61,9,0
61,10,0
61,11,0
61,12,0
61,13,0
61,14,0
61,15,0
61,16,5
62,0,0
62,1,0
62,2,0
62,3,0
62,4,0
62,5,0
62,6,1
62,7,2
62,8,2
62,9,2
62,10,1
63,0,0
63,1,0
63,2,0
63,3,2
63,4,0
63,5,0
63,6,0
63,7,0
63,8,2
63,9,1
63,10,1
63,11,0
63,12,0
63,13,0
63,14,0
63,15,0
63,16,2
63,17,1
63,18,2
63,19,2
63,20,1
63,21,2
63,22,2
64,0,0
64,1,0
64,2,0
64,3,0
64,4,0
64,5,0
64,6,1
64,7,2
64,8,2
64,9,0
64,10,2
64,11,0
64,12,0
64,13,0
64,14,0
64,15,0
64,16,0
64,17,1
64,18,2
64,19,2
65,0,0
65,1,0
65,2,0
65,3,0
65,4,0
65,5,0
65,6,0
65,7,0
65,8,0
65,9,0
65,10,1
65,11,2
65,12,2
65,13,1
65,14,2
65,15,2
66,0,0
66,1,0
66,2,0
66,3,0
66,4,0
66,5,0
66,6,1
66,7,2
66,8,2
66,9,0
66,10,0
66,11,0
66,12,0
66,13,0
66,14,0
66,15,1
67,0,0
67,1,0
67,2,0
67,3,0
67,4,0
67,5,0
67,6,0
67,7,0
67,8,0
67,9,0
67,10,0
67,11,0
67,12,0
67,13,0
67,14,0
67,15,0
67,16,2
67,17,1
67,18,2
67,19,2
68,0,0
68,1,0
68,2,0
68,3,0
68,4,0
68,5,0
68,6,0
68,7,0
68,8,0
68,9,0
68,10,0
68,11,0
68,12,0
68,13,0
68,14,0
68,15,0
68,16,0
68,17,0
68,18,0
68,19,0
68,20,1
68,21,2
68,22,2
69,0,0
69,1,0
69,2,0
69,3,0
69,4,0
69,5,0
69,6,1
69,7,2
69,8,2
69,9,0
69,10,0
69,11,0
69,12,0
69,13,0
69,14,0
69,15,0
69,16,1
69,17,2
69,18,2
70,0,0
70,1,0
70,2,0
70,3,0
70,4,0
70,5,0
70,6,1
70,7,2
70,8,2
70,9,0
70,10,2
70,11,0
70,12,2
70,13,1
71,0,0
71,1,0
71,2,0
71,3,0
71,4,0
71,5,0
71,6,0
71,7,0
71,8,0
71,9,0
71,10,0
71,11,0
71,12,0
71,13,0
71,14,0
71,15,0
71,16,0
71,17,0
71,18,0
71,19,0
71,20,1
71,21,2
71,22,2
71,23,1
71,24,2
71,25,2
72,0,0
72,1,0
72,2,0
72,3,0
72,4,0
72,5,0
72,6,0
72,7,0
72,8,0
72,9,0
72,10,0
72,11,0
72,12,0
72,13,1
72,14,2
72,15,2
73,0,0
73,1,0
73,2,0
73,3,0
73,4,0
73,5,0
73,6,0
73,7,0
73,8,0
73,9,0
73,10,0
73,11,0
73,12,1
73,13,1
73,14,2
73,15,2
74,0,0
74,1,0
74,2,0
74,3,0
74,4,0
74,5,0
74,6,0
74,7,0
74,8,0
74,9,0
74,10,0
74,11,0
74,12,0
74,13,0
74,14,0
74,15,0
74,16,0
74,17,0
74,18,0
74,19,0
74,20,1
74,21,2
74,22,2
75,0,0
75,1,0
75,2,0
75,3,0
75,4,0
75,5,0
75,6,0
75,7,0
75,8,0
75,9,0
75,10,0
75,11,0
75,12,1
75,13,2
75,14,2
75,15,1
75,16,2
75,17,2
76,0,0
76,1,0
76,2,0
76,3,0
76,4,0
76,5,0
76,6,1
76,7,2
76,8,2
76,9,5
77,0,0
77,1,0
77,2,0
77,3,0
77,4,0
77,5,0
77,6,0
77,7,0
77,8,0
77,9,0
77,10,0
77,11,0
77,12,1
77,13,2
77,14,2
77,15,1
78,0,0
78,1,0
78,2,0
78,3,0
78,4,0
78,5,0
78,6,0
78,7,0
78,8,0
78,9,0
78,10,0
78,11,0
78,12,0
78,13,1
78,14,2
78,15,2
79,0,0
79,1,0
79,2,0
79,3,0
79,4,0
79,5,0
79,6,2
79,7,0
79,8,0
79,9,0
79,10,0
79,11,0
79,12,0
79,13,2
79,14,1
79,15,2
79,16,2
80,0,0
80,1,0
80,2,0
80,3,0
80,4,0
80,5,0
80,6,0
80,7,0
80,8,0
80,9,0
80,10,0
80,11,0
80,12,0
80,13,0
80,14,0
80,15,0
80,16,1
80,17,2
80,18,2
81,0,0
81,1,0
81,2,0
81,3,0
81,4,0
81,5,0
81,6,1
81,7,2
81,8,2
81,9,1
81,10,2
81,11,2
82,0,0
82,1,0
82,2,0
82,3,0
82,4,0
82,5,0
82,6,0
82,7,0
82,8,0
82,9,0
82,10,0
82,11,0
82,12,0
82,13,0
82,14,0
82,15,0
82,16,1
82,17,2
82,18,2
82,19,1
82,20,2
82,21,2
82,22,1
82,23,2
82,24,2
83,0,0
83,1,0
83,2,0
83,3,0
83,4,1
83,5,0
83,6,0
83,7,0
83,8,0
83,9,0
83,10,0
83,11,0
83,12,0
83,13,1
83,14,2
83,15,2
84,0,0
84,1,0
84,2,0
84,3,0
84,4,0
84,5,0
84,6,0
84,7,0
84,8,1
84,9,2
84,10,2
85,0,0
85,1,0
85,2,0
85,3,0
85,4,0
85,5,0
85,6,0
85,7,0
85,8,0
85,9,0
85,10,0
85,11,0
85,12,0
85,13,0
85,14,0
85,15,0
85,16,0
85,17,0
85,18,0
85,19,0
85,20,1
85,21,2
85,22,2
86,0,0
86,1,0
86,2,0
86,3,0
86,4,0
86,5,0
86,6,0
86,7,0
86,8,0
86,9,0
86,10,0
86,11,0
86,12,0
86,13,0
86,14,0
86,15,0
86,16,0
86,17,0
86,18,0
86,19,0
86,20,1
86,21,2
86,22,2
87,0,0
87,1,0
87,2,0
87,3,0
87,4,0
87,5,0
87,6,0
87,7,0
87,8,0
87,9,0
87,10,0
87,11,0
87,12,2
87,13,1
87,14,2
87,15,2
88,0,0
88,1,0
88,2,2
88,3,0
88,4,0
88,5,0
88,6,0
88,7,0
88,8,0
88,9,1
88,10,2
88,11,2
89,0,0
89,1,1
89,2,0
89,3,0
89,4,0
89,5,0
89,6,0
89,7,0
89,8,1
89,9,2
89,10,2
89,11,0
89,12,1
90,0,0
90,1,0
90,2,0
90,3,0
90,4,0
90,5,0
90,6,0
90,7,0
90,8,0
90,9,0
90,10,0
90,11,0
90,12,0
90,13,0
90,14,0
90,15,0
90,16,0
90,17,0
90,18,0
90,19,0
90,20,1
90,21,2
90,22,2
91,0,0
91,1,0
91,2,0
91,3,0
91,4,0
91,5,0
91,6,0
91,7,0
91,8,0
91,9,0
91,10,0
91,11,0
91,12,0
91,13,0
91,14,0
91,15,0
91,16,1
91,17,2
91,18,2
91,19,0
91,20,0
91,21,0
91,22,0
91,23,2
91,24,2
92,0,0
92,1,0
92,2,0
92,3,0
92,4,0
92,5,0
92,6,0
92,7,0
92,8,0
92,9,0
92,10,0
92,11,0
92,12,0
92,13,0
92,14,1
92,15,2
92,16,2
92,17,0
92,18,0
93,0,0
93,1,0
93,2,0
93,3,0
93,4,0
93,5,0
93,6,0
93,7,0
93,8,0
93,9,0
93,10,0
93,11,0
93,12,0
93,13,0
93,14,0
93,15,0
93,16,0
93,17,0
93,18,0
93,19,0
93,20,1
93,21,2
93,22,2
94,0,0
94,1,0
94,2,0
94,3,0
94,4,0
94,5,0
94,6,0
94,7,0
94,8,0
94,9,0
94,10,0
94,11,0
94,12,0
94,13,0
94,14,0
94,15,0
94,16,1
94,17,2
94,18,2
95,0,0
95,1,0
95,2,0
95,3,0
95,4,0
95,5,0
95,6,0
95,7,0
95,8,0
95,9,0
95,10,1
95,11,2
95,12,2
95,13,1
95,14,2
95,15,2
95,16,1
95,17,2
95,18,2
96,0,0
96,1,0
96,2,0
96,3,0
96,4,0
96,5,0
96,6,0
96,7,0
96,8,0
96,9,0
96,10,0
96,11,0
96,12,0
96,13,0
96,14,0
96,15,0
96,16,1
96,17,2
96,18,2
96,19,1
96,20,2
96,21,2
96,22,1
96,23,2
96,24,2
97,0,0
97,1,2
97,2,0
97,3,0
97,4,0
97,5,0
97,6,0
97,7,0
97,8,0
97,9,0
97,10,0
97,11,0
97,12,0
97,13,0
97,14,0
97,15,1
97,16,2
97,17,2
98,0,0
98,1,0
98,2,0
98,3,0
98,4,1
98,5,0
98,6,0
98,7,0
98,8,0
98,9,0
98,10,1
98,11,2
98,12,2
99,0,0
99,1,0
99,2,0
99,3,0
99,4,0
99,5,0
99,6,0
99,7,0
99,8,0
99,9,0
99,10,0
99,11,0
99,12,1
99,13,2
99,14,2
100,0,0
100,1,0
100,2,0
100,3,0
100,4,0
100,5,0
100,6,1
100,7,0
100,8,0
100,9,0
100,10,0
100,11,0
100,12,0
100,13,1
100,14,2
100,15,2
101,0,0
101,1,0
101,2,0
101,3,0
101,4,0
101,5,0
101,6,0
101,7,0
101,8,0
101,9,0
101,10,0
101,11,0
101,12,0
101,13,0
101,14,0
101,15,0
101,16,0
101,17,0
101,18,0
101,19,0
101,20,1
101,21,2
101,22,2
102,0,0
102,1,0
102,2,0
102,3,0
102,4,0
102,5,0
102,6,0
102,7,2
102,8,0
102,9,0
102,10,0
102,11,0
102,12,0
102,13,0
102,14,1
102,15,2
102,16,2
102,17,1
102,18,2
102,19,2
102,20,1
102,21,2
102,22,2
102,23,1
102,24,2
102,25,2
103,0,0
103,1,0
103,2,0
103,3,0
103,4,0
103,5,0
103,6,0
103,7,0
103,8,0
103,9,0
103,10,0
103,11,0
103,12,0
103,13,0
103,14,0
103,15,0
103,16,1
103,17,2
103,18,2
104,0,0
104,1,0
104,2,0
104,3,0
104,4,0
104,5,0
104,6,0
104,7,0
104,8,0
104,9,0
104,10,0
104,11,0
104,12,0
104,13,0
104,14,0
104,15,0
104,16,0
104,17,0
104,18,0
104,19,0
104,20,1
104,21,2
104,22,2
105,0,0
105,1,0
105,2,0
105,3,0
105,4,0
105,5,0
105,6,0
105,7,0
105,8,0
105,9,1
105,10,0
105,11,0
105,12,1
105,13,0
105,14,1
105,15,2
105,16,2
106,0,0
106,1,0
106,2,0
106,3,0
106,4,0
106,5,0
106,6,0
106,7,0
106,8,0
106,9,0
106,10,0
106,11,0
106,12,0
106,13,0
106,14,0
106,15,0
106,16,2
106,17,1
106,18,2
106,19,2
107,0,0
107,1,0
107,2,0
107,3,0
107,4,0
107,5,0
107,6,0
107,7,0
107,8,0
107,9,0
107,10,0
107,11,0
107,12,0
107,13,0
107,14,0
107,15,0
107,16,1
107,17,2
107,18,2
107,19,1
107,20,2
107,21,2
107,22,1
107,23,2
107,24,2
108,0,0
108,1,0
108,2,0
108,3,0
108,4,0
108,5,0
108,6,0
108,7,0
108,8,0
108,9,0
108,10,0
108,11,0
108,12,0
108,13,0
108,14,0
108,15,0
108,16,1
108,17,2
108,18,2
109,0,0
109,1,0
109,2,0
109,3,0
109,4,0
109,5,0
109,6,0
109,7,0
109,8,0
109,9,0
109,10,0
109,11,0
109,12,0
109,13,0
109,14,0
109,15,0
109,16,0
109,17,0
109,18,0
109,19,0
109,20,0
109,21,0
109,22,1
109,23,2
109,24,2
109,25,1
109,26,2
109,27,2
110,0,0
110,1,0
110,2,0
110,3,0
110,4,0
110,5,0
110,6,1
110,7,2
110,8,2
110,9,0
110,10,0
110,11,0
110,12,0
110,13,0
110,14,0
110,15,1
110,16,2
110,17,2
110,18,1
110,19,2
110,20,2
110,21,1
110,22,2
110,23,2
111,0,0
111,1,0
111,2,0
111,3,0
111,4,0
111,5,0
111,6,0
111,7,2
111,8,1
111,9,2
111,10,2
112,0,0
112,1,0
112,2,0
112,3,0
112,4,0
112,5,0
112,6,0
112,7,0
112,8,0
112,9,0
112,10,0
112,11,0
112,12,1
112,13,2
112,14,2
113,0,0
113,1,0
113,2,0
113,3,0
113,4,0
113,5,0
113,6,1
113,7,2
113,8,2
113,9,1
113,10,2
113,11,2
113,12,1
114,0,0
114,1,0
114,2,0
114,3,0
114,4,0
114,5,0
114,6,0
114,7,0
114,8,0
114,9,0
114,10,0
114,11,0
114,12,1
114,13,2
114,14,2
114,15,1
115,0,0
115,1,0
115,2,0
115,3,0
115,4,0
115,5,0
115,6,1
115,7,2
115,8,2
115,9,0
115,10,0
115,11,0
116,0,0
116,1,0
116,2,0
116,3,0
116,4,0
116,5,0
116,6,1
116,7,2
116,8,2
116,9,3
117,0,0
117,1,0
117,2,0
117,3,0
117,4,0
117,5,0
117,6,1
117,7,2
117,8,2
117,9,0
117,10,0
117,11,0
117,12,0
117,13,0
117,14,0
117,15,1
117,16,2
117,17,2
117,18,1
117,19,2
117,20,2
118,0,0
118,1,0
118,2,0
118,3,0
118,4,0
118,5,0
118,6,0
118,7,0
118,8,0
118,9,0
118,10,0
118,11,0
118,12,0
118,13,0
118,14,0
118,15,0
118,16,1
118,17,2
118,18,2
118,19,0
118,20,0
118,21,0
118,22,0
119,0,0
119,1,0
119,2,0
119,3,0
119,4,0
119,5,0
119,6,0
119,7,0
119,8,0
119,9,0
119,10,0
119,11,0
119,12,1
119,13,2
119,14,2
119,15,1
119,16,2
119,17,2
119,18,1
119,19,2
119,20,2
120,0,0
120,1,1
120,2,0
120,3,0
120,4,0
120,5,0
120,6,0
120,7,0
120,8,0
120,9,1
120,10,1
120,11,2
120,12,2
121,0,0
121,1,0
121,2,0
121,3,0
121,4,0
121,5,0
121,6,0
121,7,0
121,8,0
121,9,0
121,10,0
121,11,0
121,12,0
121,13,0
121,14,0
121,15,0
121,16,1
121,17,2
121,18,2
121,19,1
121,20,2
121,21,2
121,22,1
121,23,2
121,24,2
122,0,0
122,1,0
122,2,0
122,3,0
122,4,0
122,5,0
122,6,0
122,7,0
122,8,0
122,9,0
122,10,0
122,11,0
122,12,0
122,13,0
122,14,0
122,15,0
122,16,0
122,17,0
122,18,1
122,19,2
122,20,2
123,0,0
123,1,0
123,2,0
123,3,0
123,4,0
123,5,0
123,6,0
123,7,0
123,8,0
123,9,0
123,10,0
123,11,0
123,12,0
123,13,0
123,14,1
123,15,2
123,16,2
124,0,0
124,1,0
124,2,0
124,3,0
124,4,0
124,5,0
124,6,3
124,7,3
124,8,1
124,9,2
124,10,2
125,0,0
125,1,0
125,2,0
125,3,0
125,4,0
125,5,0
125,6,0
125,7,0
125,8,0
125,9,0
125,10,0
125,11,0
125,12,0
125,13,0
125,14,0
125,15,0
125,16,1
125,17,2
125,18,2
126,0,0
126,1,0
126,2,0
126,3,0
126,4,0
126,5,0
126,6,1
126,7,2
126,8,2
126,9,1
126,10,0
126,11,0
126,12,0
126,13,0
126,14,0
126,15,0
126,16,1
126,17,1
126,18,2
126,19,2
127,0,0
127,1,0
127,2,0
127,3,0
127,4,0
127,5,0
127,6,1
127,7,2
127,8,2
127,9,0
127,10,0
127,11,0
127,12,0
127,13,0
127,14,0
127,15,1
127,16,2
127,17,2
